,種類,質問,回答,Positive,Negative,Hard-Negative
2648,Q4,2005年から2010年で広島県の人口は変わっていますか？,同じくらいです。,"[912, 962]","[350, 159, 432]","[129, 33, 562]"
2649,Q4,2000年から2010年で広島県の人口は変わっていますか？,同じくらいです。,"[962, 862]","[414, 937, 469]","[712, 416, 464]"
2650,Q4,1975年から2000年で広島県の人口は変わっていますか？,同じくらいです。,"[862, 612]","[588, 801, 648]","[273, 862, 225]"
2651,Q4,1975年から1995年で広島県の人口は変わっていますか？,同じくらいです。,"[612, 812]","[603, 212, 802]","[33, 368, 1012]"
2652,Q4,2000年から2010年で広島県の人口は変わっていますか？,同じくらいです。,"[962, 862]","[590, 166, 770]","[368, 962, 33]"
2653,Q4,1995年から2000年で広島県の人口は変わっていますか？,同じくらいです。,"[862, 812]","[100, 579, 214]","[912, 321, 662]"
2654,Q4,1930年から1995年で広島県の人口は変わっていますか？,増えています。,"[812, 177]","[895, 491, 137]","[273, 962, 512]"
2655,Q4,1930年から1970年で広島県の人口は変わっていますか？,増えています。,"[177, 562]","[544, 200, 681]","[368, 225, 812]"
2656,Q4,1970年から1980年で広島県の人口は変わっていますか？,同じくらいです。,"[562, 662]","[999, 360, 874]","[812, 321, 562]"
2657,Q4,1960年から1980年で広島県の人口は変わっていますか？,増えています。,"[662, 464]","[755, 2, 150]","[562, 416, 712]"
2658,Q4,1945年から1960年で広島県の人口は変わっていますか？,同じくらいです。,"[464, 321]","[379, 148, 924]","[129, 712, 862]"
2659,Q4,1945年から1975年で広島県の人口は変わっていますか？,増えています。,"[321, 612]","[740, 747, 587]","[129, 912, 321]"
2660,Q4,1940年から1975年で広島県の人口は変わっていますか？,増えています。,"[612, 273]","[249, 522, 426]","[129, 762, 812]"
2661,Q4,1940年から1950年で広島県の人口は変わっていますか？,同じくらいです。,"[273, 368]","[60, 891, 695]","[81, 962, 368]"
2662,Q4,1950年から2005年で広島県の人口は変わっていますか？,増えています。,"[368, 912]","[593, 155, 182]","[273, 962, 129]"
2663,Q4,1990年から2005年で広島県の人口は変わっていますか？,同じくらいです。,"[912, 762]","[135, 472, 911]","[81, 225, 762]"
2664,Q4,1955年から1990年で広島県の人口は変わっていますか？,増えています。,"[762, 416]","[150, 949, 657]","[612, 321, 912]"
2665,Q4,1955年から2015年で広島県の人口は変わっていますか？,増えています。,"[416, 1012]","[779, 1005, 30]","[512, 129, 562]"
2666,Q4,1935年から2015年で広島県の人口は変わっていますか？,増えています。,"[1012, 225]","[379, 186, 314]","[662, 225, 862]"
2667,Q4,1935年から1985年で広島県の人口は変わっていますか？,増えています。,"[225, 712]","[818, 968, 338]","[177, 962, 662]"
2668,Q4,1920年から1985年で広島県の人口は変わっていますか？,増えています。,"[712, 81]","[663, 490, 226]","[762, 712, 1012]"
2669,Q4,1920年から1965年で広島県の人口は変わっていますか？,増えています。,"[81, 512]","[467, 784, 160]","[912, 812, 129]"
2670,Q4,1925年から1965年で広島県の人口は変わっていますか？,増えています。,"[512, 129]","[519, 719, 463]","[33, 862, 321]"
2671,Q4,1975年から2015年で広島県の人口は変わっていますか？,同じくらいです。,"[1012, 612]","[474, 982, 792]","[416, 862, 512]"
2672,Q4,1975年から2000年で広島県の人口は変わっていますか？,同じくらいです。,"[612, 862]","[566, 132, 17]","[273, 368, 225]"
2673,Q4,1950年から2000年で広島県の人口は変わっていますか？,増えています。,"[862, 368]","[931, 361, 575]","[129, 177, 33]"
2674,Q4,1950年から1985年で広島県の人口は変わっていますか？,増えています。,"[368, 712]","[101, 420, 483]","[225, 81, 712]"
2675,Q4,1960年から1985年で広島県の人口は変わっていますか？,増えています。,"[712, 464]","[746, 270, 232]","[862, 912, 762]"
2676,Q4,1960年から1995年で広島県の人口は変わっていますか？,増えています。,"[464, 812]","[569, 157, 320]","[912, 712, 612]"
2677,Q4,1955年から1995年で広島県の人口は変わっていますか？,増えています。,"[812, 416]","[970, 724, 701]","[512, 612, 962]"
2678,Q4,1930年から1955年で広島県の人口は変わっていますか？,増えています。,"[416, 177]","[993, 544, 71]","[464, 512, 1012]"
2679,Q4,1930年から1980年で広島県の人口は変わっていますか？,増えています。,"[177, 662]","[230, 46, 260]","[912, 416, 662]"
2680,Q4,1980年から2005年で広島県の人口は変わっていますか？,同じくらいです。,"[662, 912]","[716, 652, 251]","[662, 712, 812]"
2681,Q4,1940年から2005年で広島県の人口は変わっていますか？,増えています。,"[912, 273]","[582, 932, 753]","[812, 712, 81]"
2682,Q4,1940年から1965年で広島県の人口は変わっていますか？,増えています。,"[273, 512]","[935, 234, 663]","[562, 812, 762]"
2683,Q4,1965年から2010年で広島県の人口は変わっていますか？,増えています。,"[512, 962]","[452, 338, 60]","[662, 512, 912]"
2684,Q4,1970年から2010年で広島県の人口は変わっていますか？,同じくらいです。,"[962, 562]","[476, 181, 803]","[562, 321, 368]"
2685,Q4,1925年から1970年で広島県の人口は変わっていますか？,増えています。,"[562, 129]","[240, 99, 682]","[762, 562, 33]"
2686,Q4,1925年から1945年で広島県の人口は変わっていますか？,同じくらいです。,"[129, 321]","[864, 729, 1024]","[273, 912, 368]"
2687,Q4,1945年から1990年で広島県の人口は変わっていますか？,増えています。,"[321, 762]","[67, 311, 83]","[464, 1012, 81]"
2688,Q4,1920年から1990年で広島県の人口は変わっていますか？,増えています。,"[762, 81]","[297, 573, 197]","[962, 81, 562]"
2689,Q4,1920年から1935年で広島県の人口は変わっていますか？,同じくらいです。,"[81, 225]","[903, 504, 4]","[862, 762, 225]"
2690,Q4,1925年から1945年で山口県の人口は変わっていますか？,増えています。,"[322, 130]","[44, 204, 428]","[417, 513, 226]"
2691,Q4,1925年から2015年で山口県の人口は変わっていますか？,増えています。,"[130, 1013]","[204, 969, 435]","[813, 963, 322]"
2692,Q4,1920年から2015年で山口県の人口は変わっていますか？,増えています。,"[1013, 82]","[373, 651, 959]","[1013, 82, 178]"
2693,Q4,1920年から1940年で山口県の人口は変わっていますか？,増えています。,"[82, 274]","[258, 902, 219]","[82, 763, 563]"
2694,Q4,1940年から1955年で山口県の人口は変わっていますか？,増えています。,"[274, 417]","[101, 6, 892]","[863, 563, 417]"
2695,Q4,1955年から1980年で山口県の人口は変わっていますか？,同じくらいです。,"[417, 663]","[364, 784, 370]","[663, 82, 465]"
2696,Q4,1980年から2000年で山口県の人口は変わっていますか？,同じくらいです。,"[663, 863]","[893, 367, 341]","[226, 713, 130]"
2697,Q4,1930年から2000年で山口県の人口は変わっていますか？,増えています。,"[863, 178]","[455, 539, 326]","[513, 178, 82]"
2698,Q4,1930年から1950年で山口県の人口は変わっていますか？,増えています。,"[178, 369]","[506, 54, 301]","[513, 763, 1013]"
2699,Q4,1950年から1975年で山口県の人口は変わっていますか？,同じくらいです。,"[369, 613]","[276, 123, 531]","[34, 813, 863]"
2700,Q4,1935年から1975年で山口県の人口は変わっていますか？,増えています。,"[613, 226]","[198, 733, 1005]","[513, 322, 82]"
2701,Q4,1935年から1990年で山口県の人口は変わっていますか？,増えています。,"[226, 763]","[0, 836, 767]","[226, 663, 713]"
2702,Q4,1990年から2005年で山口県の人口は変わっていますか？,同じくらいです。,"[763, 913]","[118, 368, 488]","[963, 274, 713]"
2703,Q4,1985年から2005年で山口県の人口は変わっていますか？,同じくらいです。,"[913, 713]","[142, 529, 839]","[1013, 178, 369]"
2704,Q4,1985年から1995年で山口県の人口は変わっていますか？,同じくらいです。,"[713, 813]","[606, 711, 564]","[513, 763, 369]"
2705,Q4,1965年から1995年で山口県の人口は変わっていますか？,同じくらいです。,"[813, 513]","[324, 152, 524]","[863, 713, 274]"
2706,Q4,1965年から1970年で山口県の人口は変わっていますか？,同じくらいです。,"[513, 563]","[324, 935, 570]","[613, 913, 465]"
2707,Q4,1970年から2010年で山口県の人口は変わっていますか？,同じくらいです。,"[563, 963]","[870, 954, 181]","[563, 322, 226]"
2708,Q4,1960年から2010年で山口県の人口は変わっていますか？,同じくらいです。,"[963, 465]","[74, 1012, 601]","[178, 913, 863]"
2709,Q4,1960年から1990年で山口県の人口は変わっていますか？,同じくらいです。,"[763, 465]","[158, 796, 924]","[863, 613, 513]"
2710,Q4,1950年から1960年で山口県の人口は変わっていますか？,同じくらいです。,"[465, 369]","[327, 944, 954]","[322, 813, 34]"
2711,Q4,1950年から2010年で山口県の人口は変わっていますか？,同じくらいです。,"[369, 963]","[418, 270, 251]","[274, 813, 34]"
2712,Q4,1945年から2010年で山口県の人口は変わっていますか？,同じくらいです。,"[963, 322]","[621, 161, 795]","[274, 513, 1013]"
2713,Q4,1945年から1985年で山口県の人口は変わっていますか？,同じくらいです。,"[322, 713]","[487, 704, 847]","[178, 34, 863]"
2714,Q4,1985年から2015年で山口県の人口は変わっていますか？,同じくらいです。,"[713, 1013]","[906, 961, 786]","[274, 713, 34]"
2715,Q4,1980年から2015年で山口県の人口は変わっていますか？,同じくらいです。,"[1013, 663]","[540, 982, 329]","[34, 274, 913]"
2716,Q4,1930年から1980年で山口県の人口は変わっていますか？,増えています。,"[663, 178]","[333, 959, 116]","[369, 663, 613]"
2717,Q4,1930年から2005年で山口県の人口は変わっていますか？,増えています。,"[178, 913]","[589, 808, 866]","[813, 963, 322]"
2718,Q4,1965年から2005年で山口県の人口は変わっていますか？,同じくらいです。,"[913, 513]","[196, 965, 393]","[763, 82, 322]"
2719,Q4,1965年から2000年で山口県の人口は変わっていますか？,同じくらいです。,"[513, 863]","[271, 796, 900]","[417, 130, 763]"
2720,Q4,1970年から2000年で山口県の人口は変わっていますか？,同じくらいです。,"[863, 563]","[1014, 857, 742]","[663, 963, 82]"
2721,Q4,1925年から1970年で山口県の人口は変わっていますか？,増えています。,"[563, 130]","[962, 43, 981]","[34, 417, 513]"
2722,Q4,1925年から1975年で山口県の人口は変わっていますか？,増えています。,"[130, 613]","[46, 136, 411]","[322, 513, 274]"
2723,Q4,1920年から1975年で山口県の人口は変わっていますか？,増えています。,"[613, 82]","[949, 887, 796]","[613, 417, 763]"
2724,Q4,1920年から1955年で山口県の人口は変わっていますか？,増えています。,"[82, 417]","[112, 611, 756]","[274, 813, 34]"
2725,Q4,1935年から1955年で山口県の人口は変わっていますか？,増えています。,"[417, 226]","[1022, 554, 118]","[34, 178, 130]"
2726,Q4,1935年から1940年で山口県の人口は変わっていますか？,同じくらいです。,"[226, 274]","[709, 242, 820]","[663, 913, 34]"
2727,Q4,1940年から1995年で山口県の人口は変わっていますか？,増えています。,"[274, 813]","[302, 511, 579]","[178, 322, 963]"
2728,Q4,1995年から2005年で山口県の人口は変わっていますか？,同じくらいです。,"[813, 913]","[434, 893, 243]","[274, 863, 713]"
2729,Q4,1925年から2005年で山口県の人口は変わっていますか？,増えています。,"[913, 130]","[795, 823, 497]","[763, 963, 369]"
2730,Q4,1925年から1930年で山口県の人口は変わっていますか？,同じくらいです。,"[130, 178]","[712, 673, 327]","[913, 322, 713]"
2731,Q4,1930年から1975年で山口県の人口は変わっていますか？,増えています。,"[178, 613]","[641, 215, 649]","[178, 82, 274]"
2732,Q4,1950年から1975年で山口県の人口は変わっていますか？,同じくらいです。,"[613, 369]","[611, 307, 219]","[563, 863, 465]"
2733,Q4,1950年から1965年で山口県の人口は変わっていますか？,同じくらいです。,"[369, 513]","[224, 421, 790]","[513, 178, 1013]"
2734,Q4,1955年から1965年で山口県の人口は変わっていますか？,同じくらいです。,"[513, 417]","[269, 40, 175]","[763, 226, 613]"
2735,Q4,1945年から1955年で山口県の人口は変わっていますか？,同じくらいです。,"[417, 322]","[714, 1019, 1015]","[369, 713, 563]"
2736,Q4,1945年から1970年で山口県の人口は変わっていますか？,同じくらいです。,"[322, 563]","[731, 406, 352]","[613, 513, 813]"
2737,Q4,1940年から1970年で山口県の人口は変わっていますか？,同じくらいです。,"[563, 274]","[785, 709, 681]","[130, 274, 913]"
2738,Q4,1940年から1990年で山口県の人口は変わっていますか？,増えています。,"[274, 763]","[335, 419, 495]","[613, 1013, 563]"
2739,Q4,1990年から2010年で山口県の人口は変わっていますか？,同じくらいです。,"[763, 963]","[631, 324, 612]","[713, 1013, 563]"
2740,Q4,2010年から2015年で山口県の人口は変わっていますか？,同じくらいです。,"[963, 1013]","[568, 887, 354]","[82, 713, 513]"
2741,Q4,2000年から2015年で山口県の人口は変わっていますか？,同じくらいです。,"[1013, 863]","[825, 89, 474]","[763, 274, 465]"
2742,Q4,1935年から2000年で山口県の人口は変わっていますか？,増えています。,"[863, 226]","[84, 868, 135]","[913, 613, 513]"
2743,Q4,1935年から1985年で山口県の人口は変わっていますか？,増えています。,"[226, 713]","[357, 25, 809]","[274, 178, 417]"
2744,Q4,1920年から1985年で山口県の人口は変わっていますか？,増えています。,"[713, 82]","[551, 312, 65]","[563, 274, 322]"
2745,Q4,1920年から1960年で山口県の人口は変わっていますか？,増えています。,"[82, 465]","[918, 517, 285]","[813, 713, 369]"
2746,Q4,1960年から1980年で山口県の人口は変わっていますか？,同じくらいです。,"[465, 663]","[480, 381, 383]","[863, 226, 1013]"
2747,Q4,1925年から1975年で徳島県の人口は変わっていますか？,同じくらいです。,"[614, 131]","[687, 470, 231]","[83, 131, 514]"
2748,Q4,1925年から1995年で徳島県の人口は変わっていますか？,増えています。,"[131, 814]","[165, 731, 775]","[35, 275, 614]"
2749,Q4,1940年から1995年で徳島県の人口は変わっていますか？,同じくらいです。,"[814, 275]","[645, 463, 508]","[714, 764, 370]"
2750,Q4,1940年から2000年で徳島県の人口は変わっていますか？,同じくらいです。,"[275, 864]","[150, 178, 137]","[914, 814, 1014]"
2751,Q4,1970年から2000年で徳島県の人口は変わっていますか？,同じくらいです。,"[864, 564]","[987, 42, 784]","[418, 1014, 179]"
2752,Q4,1970年から2005年で徳島県の人口は変わっていますか？,同じくらいです。,"[564, 914]","[246, 354, 859]","[179, 418, 564]"
2753,Q4,1955年から2005年で徳島県の人口は変わっていますか？,同じくらいです。,"[914, 418]","[53, 206, 452]","[179, 714, 614]"
2754,Q4,1950年から1955年で徳島県の人口は変わっていますか？,同じくらいです。,"[418, 370]","[353, 559, 151]","[275, 564, 370]"
2755,Q4,1950年から1965年で徳島県の人口は変わっていますか？,同じくらいです。,"[370, 514]","[922, 338, 233]","[664, 275, 323]"
2756,Q4,1965年から2010年で徳島県の人口は変わっていますか？,同じくらいです。,"[514, 964]","[645, 415, 956]","[83, 664, 227]"
2757,Q4,1930年から2010年で徳島県の人口は変わっていますか？,同じくらいです。,"[964, 179]","[583, 825, 128]","[564, 466, 131]"
2758,Q4,1930年から1960年で徳島県の人口は変わっていますか？,同じくらいです。,"[179, 466]","[112, 912, 383]","[764, 275, 131]"
2759,Q4,1960年から2015年で徳島県の人口は変わっていますか？,同じくらいです。,"[466, 1014]","[570, 538, 61]","[275, 514, 370]"
2760,Q4,1945年から2015年で徳島県の人口は変わっていますか？,同じくらいです。,"[1014, 323]","[349, 656, 989]","[964, 514, 83]"
2761,Q4,1920年から1945年で徳島県の人口は変わっていますか？,増えています。,"[323, 83]","[28, 406, 181]","[514, 564, 466]"
2762,Q4,1920年から1980年で徳島県の人口は変わっていますか？,増えています。,"[83, 664]","[967, 66, 696]","[35, 466, 323]"
2763,Q4,1935年から1980年で徳島県の人口は変わっていますか？,同じくらいです。,"[664, 227]","[761, 397, 368]","[275, 564, 964]"
2764,Q4,1935年から1985年で徳島県の人口は変わっていますか？,同じくらいです。,"[227, 714]","[99, 486, 557]","[323, 370, 1014]"
2765,Q4,1985年から1990年で徳島県の人口は変わっていますか？,同じくらいです。,"[714, 764]","[46, 979, 893]","[714, 564, 418]"
2766,Q4,1940年から2015年で徳島県の人口は変わっていますか？,同じくらいです。,"[1014, 275]","[985, 94, 337]","[514, 466, 275]"
2767,Q4,1940年から1980年で徳島県の人口は変わっていますか？,同じくらいです。,"[275, 664]","[29, 246, 258]","[35, 275, 179]"
2768,Q4,1960年から1980年で徳島県の人口は変わっていますか？,同じくらいです。,"[664, 466]","[973, 635, 60]","[964, 814, 864]"
2769,Q4,1925年から1960年で徳島県の人口は変わっていますか？,増えています。,"[466, 131]","[49, 981, 652]","[564, 864, 466]"
2770,Q4,1925年から2000年で徳島県の人口は変わっていますか？,増えています。,"[131, 864]","[815, 948, 338]","[370, 964, 131]"
2771,Q4,1965年から2000年で徳島県の人口は変わっていますか？,同じくらいです。,"[864, 514]","[560, 189, 396]","[418, 179, 714]"
2772,Q4,1965年から1970年で徳島県の人口は変わっていますか？,同じくらいです。,"[514, 564]","[148, 704, 952]","[466, 764, 418]"
2773,Q4,1950年から1970年で徳島県の人口は変わっていますか？,同じくらいです。,"[564, 370]","[459, 356, 173]","[83, 814, 275]"
2774,Q4,1950年から1955年で徳島県の人口は変わっていますか？,同じくらいです。,"[370, 418]","[251, 625, 215]","[714, 227, 466]"
2775,Q4,1955年から1990年で徳島県の人口は変わっていますか？,同じくらいです。,"[418, 764]","[1008, 882, 618]","[83, 466, 764]"
2776,Q4,1975年から1990年で徳島県の人口は変わっていますか？,同じくらいです。,"[764, 614]","[939, 601, 212]","[714, 179, 1014]"
2777,Q4,1975年から1995年で徳島県の人口は変わっていますか？,同じくらいです。,"[614, 814]","[593, 480, 106]","[864, 83, 714]"
2778,Q4,1945年から1995年で徳島県の人口は変わっていますか？,同じくらいです。,"[814, 323]","[56, 79, 645]","[914, 418, 614]"
2779,Q4,1935年から1945年で徳島県の人口は変わっていますか？,同じくらいです。,"[323, 227]","[556, 972, 646]","[664, 514, 131]"
2780,Q4,1920年から1935年で徳島県の人口は変わっていますか？,同じくらいです。,"[227, 83]","[28, 201, 673]","[179, 466, 614]"
2781,Q4,1920年から1985年で徳島県の人口は変わっていますか？,増えています。,"[83, 714]","[270, 974, 488]","[466, 131, 35]"
2782,Q4,1930年から1985年で徳島県の人口は変わっていますか？,同じくらいです。,"[714, 179]","[871, 40, 648]","[764, 964, 814]"
2783,Q4,1930年から2005年で徳島県の人口は変わっていますか？,同じくらいです。,"[179, 914]","[103, 101, 32]","[83, 814, 466]"
2784,Q4,2005年から2010年で徳島県の人口は変わっていますか？,同じくらいです。,"[914, 964]","[601, 176, 999]","[914, 275, 814]"
2785,Q4,1930年から1945年で徳島県の人口は変わっていますか？,同じくらいです。,"[179, 323]","[680, 68, 1008]","[466, 614, 514]"
2786,Q4,1945年から1965年で徳島県の人口は変わっていますか？,同じくらいです。,"[323, 514]","[493, 579, 868]","[370, 564, 131]"
2787,Q4,1965年から2010年で徳島県の人口は変わっていますか？,同じくらいです。,"[514, 964]","[79, 569, 412]","[179, 418, 664]"
2788,Q4,1935年から2010年で徳島県の人口は変わっていますか？,同じくらいです。,"[964, 227]","[573, 801, 57]","[1014, 914, 964]"
2789,Q4,1935年から1940年で徳島県の人口は変わっていますか？,同じくらいです。,"[227, 275]","[667, 87, 653]","[914, 614, 664]"
2790,Q4,1940年から1995年で徳島県の人口は変わっていますか？,同じくらいです。,"[275, 814]","[225, 427, 1002]","[564, 179, 514]"
2791,Q4,1960年から1995年で徳島県の人口は変わっていますか？,同じくらいです。,"[814, 466]","[219, 698, 804]","[35, 664, 227]"
2792,Q4,1960年から2000年で徳島県の人口は変わっていますか？,同じくらいです。,"[466, 864]","[6, 339, 708]","[131, 864, 1014]"
2793,Q4,1950年から2000年で徳島県の人口は変わっていますか？,同じくらいです。,"[864, 370]","[634, 293, 322]","[370, 664, 179]"
2794,Q4,1950年から1975年で徳島県の人口は変わっていますか？,同じくらいです。,"[370, 614]","[918, 674, 391]","[664, 864, 35]"
2795,Q4,1975年から1990年で徳島県の人口は変わっていますか？,同じくらいです。,"[614, 764]","[955, 670, 657]","[323, 964, 814]"
2796,Q4,1990年から2015年で徳島県の人口は変わっていますか？,同じくらいです。,"[764, 1014]","[685, 668, 318]","[864, 323, 814]"
2797,Q4,1980年から2015年で徳島県の人口は変わっていますか？,同じくらいです。,"[1014, 664]","[785, 873, 592]","[764, 514, 914]"
2798,Q4,1980年から2005年で徳島県の人口は変わっていますか？,同じくらいです。,"[664, 914]","[433, 0, 716]","[864, 370, 323]"
2799,Q4,1925年から2005年で徳島県の人口は変わっていますか？,同じくらいです。,"[914, 131]","[556, 250, 26]","[179, 466, 864]"
2800,Q4,1920年から1925年で徳島県の人口は変わっていますか？,同じくらいです。,"[131, 83]","[29, 181, 745]","[864, 914, 964]"
2801,Q4,1920年から1955年で徳島県の人口は変わっていますか？,増えています。,"[83, 418]","[605, 173, 732]","[864, 275, 35]"
2802,Q4,1955年から1970年で徳島県の人口は変わっていますか？,同じくらいです。,"[418, 564]","[425, 88, 1009]","[914, 864, 179]"
2803,Q4,1970年から1985年で徳島県の人口は変わっていますか？,同じくらいです。,"[564, 714]","[149, 8, 501]","[814, 35, 370]"
2804,Q4,1965年から1975年で香川県の人口は変わっていますか？,同じくらいです。,"[615, 515]","[403, 799, 523]","[865, 565, 132]"
2805,Q4,1965年から2005年で香川県の人口は変わっていますか？,同じくらいです。,"[515, 915]","[24, 575, 343]","[915, 132, 276]"
2806,Q4,1955年から2005年で香川県の人口は変わっていますか？,同じくらいです。,"[915, 419]","[923, 432, 753]","[965, 324, 36]"
2807,Q4,1940年から1955年で香川県の人口は変わっていますか？,増えています。,"[419, 276]","[987, 519, 176]","[615, 419, 84]"
2808,Q4,1940年から1970年で香川県の人口は変わっていますか？,増えています。,"[276, 565]","[692, 631, 736]","[515, 565, 815]"
2809,Q4,1950年から1970年で香川県の人口は変わっていますか？,同じくらいです。,"[565, 371]","[981, 1001, 766]","[615, 1015, 467]"
2810,Q4,1950年から1980年で香川県の人口は変わっていますか？,同じくらいです。,"[371, 665]","[830, 271, 767]","[228, 132, 467]"
2811,Q4,1935年から1980年で香川県の人口は変わっていますか？,増えています。,"[665, 228]","[56, 167, 326]","[467, 419, 915]"
2812,Q4,1935年から1995年で香川県の人口は変わっていますか？,増えています。,"[228, 815]","[281, 80, 710]","[765, 84, 467]"
2813,Q4,1990年から1995年で香川県の人口は変わっていますか？,同じくらいです。,"[815, 765]","[635, 754, 871]","[615, 132, 371]"
2814,Q4,1925年から1990年で香川県の人口は変わっていますか？,増えています。,"[765, 132]","[159, 281, 941]","[132, 36, 865]"
2815,Q4,1925年から1985年で香川県の人口は変わっていますか？,増えています。,"[132, 715]","[375, 691, 990]","[965, 715, 865]"
2816,Q4,1985年から2000年で香川県の人口は変わっていますか？,同じくらいです。,"[715, 865]","[212, 173, 914]","[515, 84, 276]"
2817,Q4,2000年から2015年で香川県の人口は変わっていますか？,同じくらいです。,"[865, 1015]","[813, 388, 123]","[965, 615, 515]"
2818,Q4,1945年から2015年で香川県の人口は変わっていますか？,同じくらいです。,"[1015, 324]","[637, 24, 79]","[371, 665, 715]"
2819,Q4,1945年から1960年で香川県の人口は変わっていますか？,同じくらいです。,"[324, 467]","[517, 161, 890]","[180, 665, 84]"
2820,Q4,1960年から2010年で香川県の人口は変わっていますか？,同じくらいです。,"[467, 965]","[520, 101, 573]","[965, 815, 324]"
2821,Q4,1930年から2010年で香川県の人口は変わっていますか？,増えています。,"[965, 180]","[952, 243, 735]","[665, 1015, 515]"
2822,Q4,1920年から1930年で香川県の人口は変わっていますか？,同じくらいです。,"[180, 84]","[511, 868, 1002]","[565, 84, 615]"
2823,Q4,1925年から2005年で香川県の人口は変わっていますか？,増えています。,"[915, 132]","[112, 504, 934]","[815, 915, 180]"
2824,Q4,1925年から2010年で香川県の人口は変わっていますか？,増えています。,"[132, 965]","[463, 563, 609]","[965, 84, 324]"
2825,Q4,1995年から2010年で香川県の人口は変わっていますか？,同じくらいです。,"[965, 815]","[805, 703, 550]","[515, 815, 228]"
2826,Q4,1985年から1995年で香川県の人口は変わっていますか？,同じくらいです。,"[815, 715]","[506, 638, 207]","[419, 1015, 515]"
2827,Q4,1985年から1990年で香川県の人口は変わっていますか？,同じくらいです。,"[715, 765]","[206, 418, 688]","[565, 419, 180]"
2828,Q4,1940年から1990年で香川県の人口は変わっていますか？,増えています。,"[765, 276]","[873, 963, 345]","[1015, 84, 515]"
2829,Q4,1940年から2015年で香川県の人口は変わっていますか？,増えています。,"[276, 1015]","[285, 861, 1000]","[615, 84, 276]"
2830,Q4,1945年から2015年で香川県の人口は変わっていますか？,同じくらいです。,"[1015, 324]","[750, 599, 632]","[467, 228, 665]"
2831,Q4,1935年から1945年で香川県の人口は変わっていますか？,同じくらいです。,"[324, 228]","[482, 955, 358]","[865, 565, 715]"
2832,Q4,1935年から2000年で香川県の人口は変わっていますか？,増えています。,"[228, 865]","[879, 25, 990]","[324, 371, 84]"
2833,Q4,1930年から2000年で香川県の人口は変わっていますか？,増えています。,"[865, 180]","[835, 92, 674]","[715, 324, 180]"
2834,Q4,1930年から1970年で香川県の人口は変わっていますか？,増えています。,"[180, 565]","[758, 148, 523]","[715, 84, 615]"
2835,Q4,1970年から1980年で香川県の人口は変わっていますか？,同じくらいです。,"[565, 665]","[725, 400, 954]","[1015, 419, 36]"
2836,Q4,1975年から1980年で香川県の人口は変わっていますか？,同じくらいです。,"[665, 615]","[507, 23, 582]","[915, 84, 467]"
2837,Q4,1965年から1975年で香川県の人口は変わっていますか？,同じくらいです。,"[615, 515]","[795, 1012, 41]","[965, 715, 815]"
2838,Q4,1955年から1965年で香川県の人口は変わっていますか？,同じくらいです。,"[515, 419]","[112, 9, 104]","[915, 276, 615]"
2839,Q4,1955年から1960年で香川県の人口は変わっていますか？,同じくらいです。,"[419, 467]","[136, 280, 404]","[665, 324, 1015]"
2840,Q4,1950年から1960年で香川県の人口は変わっていますか？,同じくらいです。,"[467, 371]","[556, 997, 654]","[36, 665, 815]"
2841,Q4,1920年から1950年で香川県の人口は変わっていますか？,増えています。,"[371, 84]","[546, 53, 859]","[228, 180, 276]"
2842,Q4,1975年から1990年で香川県の人口は変わっていますか？,同じくらいです。,"[615, 765]","[824, 221, 207]","[715, 467, 36]"
2843,Q4,1990年から2015年で香川県の人口は変わっていますか？,同じくらいです。,"[765, 1015]","[495, 717, 428]","[515, 615, 419]"
2844,Q4,1965年から2015年で香川県の人口は変わっていますか？,同じくらいです。,"[1015, 515]","[372, 73, 279]","[865, 324, 84]"
2845,Q4,1935年から1965年で香川県の人口は変わっていますか？,増えています。,"[515, 228]","[934, 924, 884]","[36, 515, 665]"
2846,Q4,1925年から1935年で香川県の人口は変わっていますか？,同じくらいです。,"[228, 132]","[568, 792, 882]","[1015, 84, 665]"
2847,Q4,1925年から1945年で香川県の人口は変わっていますか？,増えています。,"[132, 324]","[118, 850, 790]","[715, 865, 665]"
2848,Q4,1920年から1945年で香川県の人口は変わっていますか？,増えています。,"[324, 84]","[271, 402, 163]","[36, 467, 965]"
2849,Q4,1920年から1940年で香川県の人口は変わっていますか？,同じくらいです。,"[84, 276]","[379, 251, 984]","[228, 324, 815]"
2850,Q4,1940年から2000年で香川県の人口は変わっていますか？,増えています。,"[276, 865]","[161, 798, 355]","[915, 515, 84]"
2851,Q4,1980年から2000年で香川県の人口は変わっていますか？,同じくらいです。,"[865, 665]","[593, 147, 79]","[276, 324, 915]"
2852,Q4,1930年から1980年で香川県の人口は変わっていますか？,増えています。,"[665, 180]","[358, 852, 220]","[765, 1015, 965]"
2853,Q4,1930年から1955年で香川県の人口は変わっていますか？,増えています。,"[180, 419]","[803, 441, 633]","[84, 615, 371]"
2854,Q4,1950年から1955年で香川県の人口は変わっていますか？,同じくらいです。,"[419, 371]","[996, 656, 533]","[715, 815, 371]"
2855,Q4,1950年から1995年で香川県の人口は変わっていますか？,同じくらいです。,"[371, 815]","[487, 966, 161]","[1015, 515, 180]"
2856,Q4,1985年から1995年で香川県の人口は変わっていますか？,同じくらいです。,"[815, 715]","[343, 703, 810]","[467, 324, 565]"
2857,Q4,1985年から2005年で香川県の人口は変わっていますか？,同じくらいです。,"[715, 915]","[950, 512, 792]","[665, 915, 615]"
